field,parent_type,fortran_type,rank,declared_bounds,decl_file,decl_line,alloc_sites,category,notes
REAL_RECV_PKG14,OMESH_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (5*M3%NIC_R),type.f90,1076,main.f90:2982[5*M3%NIC_R],mpi_exchange,
BC_INDEX,LAGRANGIAN_PARTICLE_TYPE,INTEGER,0,scalar,type.f90,391,,particle,doc: Coordinate variables
OD_INDEX,LAGRANGIAN_PARTICLE_TYPE,INTEGER,0,scalar,type.f90,392,,particle,doc: Variables devoted to 1-D heat conduction in depth
B1_INDEX,LAGRANGIAN_PARTICLE_TYPE,INTEGER,0,scalar,type.f90,393,,particle,doc: Variables devoted to surface properties
B2_INDEX,LAGRANGIAN_PARTICLE_TYPE,INTEGER,0,scalar,type.f90,394,,particle,doc: Variables devoted to surface properties
BR_INDEX,LAGRANGIAN_PARTICLE_TYPE,INTEGER,0,scalar,type.f90,395,,particle,doc: Variables devoted to radiation intensities
TAG,LAGRANGIAN_PARTICLE_TYPE,INTEGER,0,scalar,type.f90,396,,particle,doc: Unique integer identifier for the particle
CLASS_INDEX,LAGRANGIAN_PARTICLE_TYPE,INTEGER,0,scalar,type.f90,397,,particle,doc: LAGRANGIAN_PARTICLE_CLASS of particle
ORIENTATION_INDEX,LAGRANGIAN_PARTICLE_TYPE,INTEGER,0,scalar,type.f90,398,,particle,doc: Index in the array of all ORIENTATIONs
WALL_INDEX,LAGRANGIAN_PARTICLE_TYPE,INTEGER,0,scalar,type.f90,399,,particle,"doc: If liquid droplet has stuck to a wall, this is the WALL cell index"
DUCT_INDEX,LAGRANGIAN_PARTICLE_TYPE,INTEGER,0,scalar,type.f90,400,,particle,doc: Index of duct
INIT_INDEX,LAGRANGIAN_PARTICLE_TYPE,INTEGER,0,scalar,type.f90,401,,particle,doc: Index of INIT line
DUCT_CELL_INDEX,LAGRANGIAN_PARTICLE_TYPE,INTEGER,0,scalar,type.f90,402,,particle,doc: Index of duct cell
CFACE_INDEX,LAGRANGIAN_PARTICLE_TYPE,INTEGER,0,scalar,type.f90,403,,particle,doc: Index of immersed boundary CFACE that the droplet has attached to
PROP_INDEX,LAGRANGIAN_PARTICLE_TYPE,INTEGER,0,scalar,type.f90,404,,particle,doc: Index of the PROPERTY_TYPE assigned to the particle
SHOW,LAGRANGIAN_PARTICLE_TYPE,LOGICAL,0,scalar,type.f90,406,,particle,doc: Show the particle in Smokeview
SPLAT,LAGRANGIAN_PARTICLE_TYPE,LOGICAL,0,scalar,type.f90,407,,particle,doc: The liquid droplet has hit a solid
EMBER,LAGRANGIAN_PARTICLE_TYPE,LOGICAL,0,scalar,type.f90,408,,particle,doc: The particle can break away and become a burning ember
PATH_PARTICLE,LAGRANGIAN_PARTICLE_TYPE,LOGICAL,0,scalar,type.f90,409,,particle,doc: Indicator of a particle with a specified path
U,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,411,,particle,doc: \f$ x \f$ velocity component of particle (m/s)
V,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,412,,particle,doc: \f$ y \f$ velocity component of particle (m/s)
W,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,413,,particle,doc: \f$ z \f$ velocity component of particle (m/s)
PWT,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,414,,particle,doc: Weight factor of particle; i.e. the number of real particles it represents
RE,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,415,,particle,doc: Reynolds number based on particle diameter
MASS,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,416,,particle,doc: Particle mass (kg)
T_INSERT,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,417,,particle,doc: Time when particle was inserted (s)
DX,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,418,,particle,doc: Length factor used in POROUS_DRAG calculation (m)
DY,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,419,,particle,doc: Length factor used in POROUS_DRAG calculation (m)
DZ,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,420,,particle,doc: Length factor used in POROUS_DRAG calculation (m)
LENGTH,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,421,,particle,doc: Cylinder or plate length used for POROUS_DRAG or SCREEN_DRAG (m)
C_DRAG,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,422,,particle,doc: Drag coefficient
RADIUS,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,423,,particle,doc: Radius (m)
ACCEL_X,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,424,,particle,doc: Acceleration in x direction (m/s2)
ACCEL_Y,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,425,,particle,doc: Acceleration in y direction (m/s2)
ACCEL_Z,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,426,,particle,doc: Acceleration in z direction (m/s2)
RVC,LAGRANGIAN_PARTICLE_TYPE,REAL(EB),0,scalar,type.f90,427,,particle,doc: Reciprocal of cell volume containing particle (1/m3)
SURF_INDEX,BOUNDARY_ONE_D_TYPE,INTEGER,0,scalar,type.f90,219,,wall_obst_cutcell,doc: SURFACE index
N_CELLS_MAX,BOUNDARY_ONE_D_TYPE,INTEGER,0,scalar,type.f90,220,,wall_obst_cutcell,doc: Maximum number of interior cells
N_CELLS_INI,BOUNDARY_ONE_D_TYPE,INTEGER,0,scalar,type.f90,221,,wall_obst_cutcell,doc: Initial number of interior cells
N_LAYERS,BOUNDARY_ONE_D_TYPE,INTEGER,0,scalar,type.f90,222,,wall_obst_cutcell,doc: Number of material layers
N_MATL,BOUNDARY_ONE_D_TYPE,INTEGER,0,scalar,type.f90,223,,wall_obst_cutcell,doc: Number of materials
N_LPC,BOUNDARY_ONE_D_TYPE,INTEGER,0,scalar,type.f90,224,,wall_obst_cutcell,doc: Number of Lagrangian Particle Classes
BACK_INDEX,BOUNDARY_ONE_D_TYPE,INTEGER,0,scalar,type.f90,225,,wall_obst_cutcell,doc: WALL index of back side of obstruction or exterior wall cell
BACK_MESH,BOUNDARY_ONE_D_TYPE,INTEGER,0,scalar,type.f90,226,,wall_obst_cutcell,doc: Mesh number on back side of obstruction or exterior wall cell
BACK_SURF,BOUNDARY_ONE_D_TYPE,INTEGER,0,scalar,type.f90,227,,wall_obst_cutcell,doc: SURF_INDEX on back side of obstruction or exterior wall cell
PYROLYSIS_MODEL,BOUNDARY_ONE_D_TYPE,INTEGER,0,scalar,type.f90,228,,wall_obst_cutcell,doc: Indicator of a pyrolysis model used in depth
N_LAYER_CELLS,BOUNDARY_ONE_D_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,230,func.f90:4786[ONE_D%N_LAYERS],wall_obst_cutcell,doc: (1:N_LAYERS) Number of cells in the layer
REMESH_NWP,BOUNDARY_ONE_D_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,231,func.f90:4787[ONE_D%N_LAYERS],wall_obst_cutcell,doc: (1:N_LAYERS) Stored target NWP value
N_LAYER_CELLS_MAX,BOUNDARY_ONE_D_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,232,func.f90:4788[ONE_D%N_LAYERS]; init.f90:4269[ONE_D%N_LAYERS],wall_obst_cutcell,doc: (1:N_LAYERS) Maximum possible number of cells in the layer
RAMP_IHS_INDEX,BOUNDARY_ONE_D_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,233,func.f90:4789[ONE_D%N_LAYERS]; init.f90:4265[ONE_D%N_LAYERS],wall_obst_cutcell,doc: (1:N_LAYERS) RAMP index for HEAT_SOURCE
MATL_INDEX,BOUNDARY_ONE_D_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_MATL),type.f90,234,func.f90:4790[ONE_D%N_MATL]; init.f90:4243[ONE_D%N_MATL]; init.f90:4453[ONE_D%N_MATL],wall_obst_cutcell,doc: (1:N_MATL) Number of materials
LAYER_DIVIDE_DEPTH,BOUNDARY_ONE_D_TYPE,REAL(EB),0,scalar,type.f90,236,,wall_obst_cutcell,doc: Distance from surface that divides the direction of evolved pyrolyzates (m)
M_DOT_S_PP,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_MATL) | (0:ONE_D%N_MATL),type.f90,238,func.f90:4791[ONE_D%N_MATL]; init.f90:1747[0:ONE_D%N_MATL],wall_obst_cutcell,doc: (1:N_MATL) Mass production rate of solid species
X,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (0:ONE_D%N_CELLS_MAX),type.f90,239,func.f90:4792[0:ONE_D%N_CELLS_MAX]; init.f90:1748[0:ONE_D%N_CELLS_MAX],wall_obst_cutcell,"doc: (0:NWP) Depth (m), \f$ x_{{\rm s},i} \f$"
DX_OLD,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_CELLS_MAX),type.f90,240,func.f90:4793[ONE_D%N_CELLS_MAX]; init.f90:1769[ONE_D%N_CELLS_MAX],wall_obst_cutcell,doc: (0:NWP) prior renoding DX
TMP,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (0:ONE_D%N_CELLS_MAX+1),type.f90,241,func.f90:4794[0:ONE_D%N_CELLS_MAX+1]; init.f90:1749[0:ONE_D%N_CELLS_MAX+1],wall_obst_cutcell,"doc: Temperature in center of each solid cell, \f$ T_{{\rm s},i} \f$"
DELTA_TMP,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (0:ONE_D%N_CELLS_MAX+1),type.f90,242,func.f90:4795[0:ONE_D%N_CELLS_MAX+1]; init.f90:1750[0:ONE_D%N_CELLS_MAX+1],wall_obst_cutcell,doc: Temperature change (K)
RHO_C_S,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_CELLS_MAX),type.f90,243,func.f90:4804[ONE_D%N_CELLS_MAX]; init.f90:1752[ONE_D%N_CELLS_MAX],wall_obst_cutcell,doc: Solid density times specific heat (J/m3/K)
K_S,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (0:ONE_D%N_CELLS_MAX+1),type.f90,244,func.f90:4805[0:ONE_D%N_CELLS_MAX+1]; init.f90:1753[0:ONE_D%N_CELLS_MAX+1],wall_obst_cutcell,doc: Solid conductivity (W/m/K)
LAYER_THICKNESS,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,245,func.f90:4796[ONE_D%N_LAYERS]; init.f90:4244[ONE_D%N_LAYERS],wall_obst_cutcell,doc: (1:N_LAYERS) Thickness of layer (m)
LAYER_THICKNESS_OLD,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,246,func.f90:4798[ONE_D%N_LAYERS],wall_obst_cutcell,doc: (1:N_LAYERS) Thickness of layer (m) at last remesh
MIN_LAYER_THICKNESS,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,247,func.f90:4800[ONE_D%N_LAYERS]; init.f90:4245[ONE_D%N_LAYERS],wall_obst_cutcell,doc: (1:N_LAYERS) Minimum thickness of layer (m)
MIN_LAYER_MASS,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,248,func.f90:4801[ONE_D%N_LAYERS]; init.f90:4246[ONE_D%N_LAYERS],wall_obst_cutcell,doc: (1:N_LAYERS) Layer mass for removal (m)
MIN_DIFFUSIVITY,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS) | (1:ONE_D%N_LAYERS),type.f90,249,func.f90:4803[ONE_D%N_LAYERS]; init.f90:1686[1:ONE_D%N_LAYERS],wall_obst_cutcell,doc: (1:N_LAYERS) Min diffusivity of all matls in layer (m2/s)
DDSUM,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,250,func.f90:4806[ONE_D%N_LAYERS],wall_obst_cutcell,doc: Scaling factor to get minimum cell size
SMALLEST_CELL_SIZE,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,251,func.f90:4807[ONE_D%N_LAYERS],wall_obst_cutcell,doc: Minimum cell size (m)
STRETCH_FACTOR,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,252,func.f90:4811[ONE_D%N_LAYERS]; init.f90:4266[ONE_D%N_LAYERS],wall_obst_cutcell,doc: Amount to stretch cells away from the surface
HEAT_SOURCE,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,253,func.f90:4812[ONE_D%N_LAYERS]; init.f90:4264[ONE_D%N_LAYERS],wall_obst_cutcell,doc: Heat addition within solid (W/m3)
CELL_SIZE_FACTOR,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,254,func.f90:4813[ONE_D%N_LAYERS]; init.f90:4268[ONE_D%N_LAYERS],wall_obst_cutcell,doc: Amount to resize smallest grid cell near the surface
CELL_SIZE,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,255,func.f90:4814[ONE_D%N_LAYERS]; init.f90:4267[ONE_D%N_LAYERS],wall_obst_cutcell,doc: Specified constant cell size (m)
PART_MASS,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LPC),type.f90,256,func.f90:4808[ONE_D%N_LPC],wall_obst_cutcell,doc: Accumulated mass of particles waiting to be injected (kg/m2)
PART_ENTHALPY,BOUNDARY_ONE_D_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LPC),type.f90,257,func.f90:4809[ONE_D%N_LPC],wall_obst_cutcell,doc: Accumulated enthalpy of particles waiting to be injected (kJ/m2)
HT3D_LAYER,BOUNDARY_ONE_D_TYPE,"LOGICAL, ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_LAYERS),type.f90,259,func.f90:4802[ONE_D%N_LAYERS]; init.f90:4247[ONE_D%N_LAYERS],wall_obst_cutcell,doc: (1:N_LAYERS) Indicator that layer in 3D
INTERNAL_RADIATION,BOUNDARY_ONE_D_TYPE,LOGICAL,0,scalar,type.f90,260,,wall_obst_cutcell,doc: Indicator that internal radiation transport done in solid
MATL_COMP,BOUNDARY_ONE_D_TYPE,"TYPE(MATL_COMP_TYPE), ALLOCATABLE",1,deferred(:); allocated as (ONE_D%N_MATL),type.f90,262,func.f90:4810[ONE_D%N_MATL]; init.f90:4242[ONE_D%N_MATL]; init.f90:4452[ONE_D%N_MATL],wall_obst_cutcell,doc: (1:%N_MATL) Material component
NODE,BOUNDARY_THR_D_TYPE,"TYPE(INTERNAL_NODE_TYPE), ALLOCATABLE",1,deferred(:); allocated as (NWP),type.f90,271,init.f90:1878[NWP]; init.f90:2053[NWP],wall_obst_cutcell,doc: Index of the interior solid cell
II,BOUNDARY_COORD_TYPE,INTEGER,0,scalar,type.f90,191,,wall_obst_cutcell,doc: First ghost cell inside wall in the x direction
JJ,BOUNDARY_COORD_TYPE,INTEGER,0,scalar,type.f90,192,,wall_obst_cutcell,doc: First ghost cell inside wall in the y direction
KK,BOUNDARY_COORD_TYPE,INTEGER,0,scalar,type.f90,193,,wall_obst_cutcell,doc: First ghost cell inside wall in the z direction
II2,BOUNDARY_COORD_TYPE,INTEGER,0,scalar,type.f90,194,,wall_obst_cutcell,"doc: Second ghost cell, x direction"
JJ2,BOUNDARY_COORD_TYPE,INTEGER,0,scalar,type.f90,195,,wall_obst_cutcell,"doc: Second ghost cell, y direction"
KK2,BOUNDARY_COORD_TYPE,INTEGER,0,scalar,type.f90,196,,wall_obst_cutcell,"doc: Second ghost cell, z direction"
IIG,BOUNDARY_COORD_TYPE,INTEGER,0,scalar,type.f90,197,,wall_obst_cutcell,doc: Gas cell x index
JJG,BOUNDARY_COORD_TYPE,INTEGER,0,scalar,type.f90,198,,wall_obst_cutcell,doc: Gas cell y index
KKG,BOUNDARY_COORD_TYPE,INTEGER,0,scalar,type.f90,199,,wall_obst_cutcell,doc: Gas cell z index
IOR,BOUNDARY_COORD_TYPE,INTEGER,0,scalar,type.f90,200,,wall_obst_cutcell,doc: Index of orientation of the WALL cell
X,BOUNDARY_COORD_TYPE,REAL(EB),0,scalar,type.f90,202,,wall_obst_cutcell,doc: x coordinate of boundary cell center
Y,BOUNDARY_COORD_TYPE,REAL(EB),0,scalar,type.f90,203,,wall_obst_cutcell,doc: y coordinate of boundary cell center
Z,BOUNDARY_COORD_TYPE,REAL(EB),0,scalar,type.f90,204,,wall_obst_cutcell,doc: z coordinate of boundary cell center
X1,BOUNDARY_COORD_TYPE,REAL(EB),0,scalar,type.f90,205,,wall_obst_cutcell,doc: Lower x extent of boundary cell (m)
X2,BOUNDARY_COORD_TYPE,REAL(EB),0,scalar,type.f90,206,,wall_obst_cutcell,doc: Upper x extent of boundary cell (m)
Y1,BOUNDARY_COORD_TYPE,REAL(EB),0,scalar,type.f90,207,,wall_obst_cutcell,doc: Lower y extent of boundary cell (m)
Y2,BOUNDARY_COORD_TYPE,REAL(EB),0,scalar,type.f90,208,,wall_obst_cutcell,doc: Upper y extent of boundary cell (m)
Z1,BOUNDARY_COORD_TYPE,REAL(EB),0,scalar,type.f90,209,,wall_obst_cutcell,doc: Lower z extent of boundary cell (m)
Z2,BOUNDARY_COORD_TYPE,REAL(EB),0,scalar,type.f90,210,,wall_obst_cutcell,doc: Upper z extent of boundary cell (m)
NVEC,BOUNDARY_COORD_TYPE,REAL(EB),1,(3),type.f90,212,,wall_obst_cutcell,doc: Normal vector
M_DOT_G_PP_ACTUAL,BOUNDARY_PROP1_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (N_TRACKED_SPECIES),type.f90,294,func.f90:4260[N_TRACKED_SPECIES],wall_obst_cutcell,doc: (1:N_TRACKED_SPECIES) Actual mass production rate per unit area
M_DOT_G_PP_ADJUST,BOUNDARY_PROP1_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (N_TRACKED_SPECIES),type.f90,295,func.f90:4262[N_TRACKED_SPECIES],wall_obst_cutcell,doc: (1:N_TRACKED_SPECIES) Adjusted mass production rate per unit area
ZZ_F,BOUNDARY_PROP1_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (N_TRACKED_SPECIES),type.f90,296,func.f90:4264[N_TRACKED_SPECIES],wall_obst_cutcell,doc: (1:N_TRACKED_SPECIES) Species mixture mass fraction at surface
ZZ_G,BOUNDARY_PROP1_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (N_TRACKED_SPECIES),type.f90,297,func.f90:4266[N_TRACKED_SPECIES],wall_obst_cutcell,doc: (1:N_TRACKED_SPECIES) Species mixture mass fraction in gas cell
RHO_D_F,BOUNDARY_PROP1_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (N_TRACKED_SPECIES),type.f90,298,func.f90:4268[N_TRACKED_SPECIES],wall_obst_cutcell,"doc: (1:N_TRACKED_SPECIES) Diffusion at surface, \f$ \rho D_\alpha \f$"
RHO_D_DZDN_F,BOUNDARY_PROP1_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (N_TRACKED_SPECIES),type.f90,299,func.f90:4270[N_TRACKED_SPECIES],wall_obst_cutcell,doc: \f$ \rho D_\alpha \partial Z_\alpha / \partial n \f$
AWM_AEROSOL,BOUNDARY_PROP1_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (N_SURFACE_DENSITY_SPECIES),type.f90,300,func.f90:4272[N_SURFACE_DENSITY_SPECIES],wall_obst_cutcell,doc: Accumulated aerosol mass per unit area (kg/m2)
QDOTPP_INT,BOUNDARY_PROP1_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (SURFACE(SURF_INDEX)%N_QDOTPP_REF),type.f90,301,func.f90:4274[SURFACE(SURF_INDEX)%N_QDOTPP_REF],wall_obst_cutcell,doc: Integrated HRRPUA for the S_Pyro method (kJ/m2)
Q_IN_SMOOTH_INT,BOUNDARY_PROP1_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (SURFACE(SURF_INDEX)%N_THICK_REF),type.f90,302,func.f90:4276[SURFACE(SURF_INDEX)%N_THICK_REF],wall_obst_cutcell,doc: Integrated smoothed incident flux for the S_Pyro method (kJ)
SURF_INDEX,BOUNDARY_PROP1_TYPE,INTEGER,0,scalar,type.f90,304,,wall_obst_cutcell,doc: SURFACE index
PRESSURE_ZONE,BOUNDARY_PROP1_TYPE,INTEGER,0,scalar,type.f90,305,,wall_obst_cutcell,doc: Pressure ZONE of the adjacent gas phase cell
NODE_INDEX,BOUNDARY_PROP1_TYPE,INTEGER,0,scalar,type.f90,306,,wall_obst_cutcell,doc: HVAC node index associated with surface
N_SUBSTEPS,BOUNDARY_PROP1_TYPE,INTEGER,0,scalar,type.f90,307,,wall_obst_cutcell,doc: Number of substeps in the 1-D conduction/reaction update
AREA,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,309,,wall_obst_cutcell,doc: Face area (m2)
HEAT_TRANS_COEF,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,310,,wall_obst_cutcell,doc: Heat transfer coefficient (W/m2/K)
Q_CON_F,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,311,,wall_obst_cutcell,doc: Convective heat flux at surface (W/m2)
Q_RAD_IN,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,312,,wall_obst_cutcell,doc: Incoming radiative flux (W/m2)
Q_RAD_OUT,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,313,,wall_obst_cutcell,doc: Outgoing radiative flux (W/m2)
EMISSIVITY,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,314,,wall_obst_cutcell,doc: Surface emissivity
AREA_ADJUST,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,315,,wall_obst_cutcell,doc: Ratio of actual surface area to grid cell face area
T_IGN,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,316,,wall_obst_cutcell,doc: Ignition time (s)
TMP_F,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,317,,wall_obst_cutcell,doc: Surface temperature (K)
TMP_G,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,318,,wall_obst_cutcell,doc: Near-surface gas temperature (K)
TMP_F_OLD,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,319,,wall_obst_cutcell,doc: Holding value for surface temperature (K)
TMP_B,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,320,,wall_obst_cutcell,doc: Back surface temperature (K)
U_NORMAL,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,321,,wall_obst_cutcell,"doc: Normal component of velocity (m/s) at surface, start of time step"
U_NORMAL_S,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,322,,wall_obst_cutcell,doc: Estimated normal component of velocity (m/s) at next time step
U_NORMAL_0,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,323,,wall_obst_cutcell,doc: Initial or specified normal component of velocity (m/s) at surface
U_TANG,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,324,,wall_obst_cutcell,doc: Tangential velocity (m/s) near surface
RHO_F,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,325,,wall_obst_cutcell,doc: Gas density at the wall (kg/m3)
RHO_G,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,326,,wall_obst_cutcell,doc: Gas density in near wall cell (kg/m3)
RDN,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,327,,wall_obst_cutcell,doc: \f$ 1/ \delta n \f$ at the surface (1/m)
K_G,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,328,,wall_obst_cutcell,doc: Thermal conductivity of gas in adjacent gas phase cell near wall
M_DOT_LAYER_PP,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,329,,wall_obst_cutcell,doc: Mass of a layer removed in kg used to update OB%MASS
Q_DOT_G_PP,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,330,,wall_obst_cutcell,doc: Heat release rate per unit area (W/m2)
Q_DOT_O2_PP,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,331,,wall_obst_cutcell,doc: Heat release rate per unit area (W/m2) due to oxygen consumption
Q_CONDENSE,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,332,,wall_obst_cutcell,doc: Heat release rate per unit area (W/m2) due to gas condensation
BURN_DURATION,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,333,,wall_obst_cutcell,doc: Duration of a specified fire (s)
Q_IN_SMOOTH,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,334,,wall_obst_cutcell,doc: Smoothed incident flux for the S_Pyro method (kJ)
T_MATL_PART,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,335,,wall_obst_cutcell,doc: Time interval for current value in PART_MASS and PART_ENTHALPY arrays (s)
B_NUMBER,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,336,,wall_obst_cutcell,doc: B number for droplet or wall
M_DOT_PART_ACTUAL,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,337,,wall_obst_cutcell,doc: Mass flux of all particles (kg/m2/s)
Q_LEAK,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,338,,wall_obst_cutcell,doc: Heat production of leaking gas (W/m3)
VEL_ERR_NEW,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,339,,wall_obst_cutcell,doc: Velocity mismatch at mesh or solid boundary (m/s)
INT_FTP,BOUNDARY_PROP1_TYPE,REAL(EB),0,scalar,type.f90,340,,wall_obst_cutcell,doc: Flux time product integral (kJ/m2)^FTP_N
BURNAWAY,BOUNDARY_PROP1_TYPE,LOGICAL,0,scalar,type.f90,342,,wall_obst_cutcell,doc: Indicater if cell can burn away when fuel is exhausted
LAYER_REMOVED,BOUNDARY_PROP1_TYPE,LOGICAL,0,scalar,type.f90,343,,wall_obst_cutcell,doc: Indicator that at least one layer has been removed during the time step
